enst_id	pli	mis_z
ENST00000372371	1.2821e-23	2.4022e+00
ENST00000372371	1.2821e-23	2.4022e+00
ENST00000263038	2.3792e-06	1.2017e+00
ENST00000263038	2.3792e-06	1.2017e+00
ENST00000263038	2.3792e-06	1.2017e+00
ENST00000263038	2.3792e-06	1.2017e+00
ENST00000520810	9.9192e-01	5.6817e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378163	1.0000e+00	5.9406e+00
ENST00000378665	4.8250e-02	6.3156e-01
ENST00000261448	1.3885e-12	2.6218e-01
ENST00000261448	1.3885e-12	2.6218e-01
ENST00000261448	1.3885e-12	2.6218e-01
ENST00000261448	1.3885e-12	2.6218e-01
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000269228	6.5418e-06	4.8431e+00
ENST00000371437	5.5315e-01	1.4425e+00
ENST00000262554	4.1945e-11	1.6539e+00
ENST00000262554	4.1945e-11	1.6539e+00
ENST00000262554	4.1945e-11	1.6539e+00
ENST00000262554	4.1945e-11	1.6539e+00
ENST00000262554	4.1945e-11	1.6539e+00
ENST00000216484	7.8035e-01	3.9220e+00
ENST00000216484	7.8035e-01	3.9220e+00
ENST00000216484	7.8035e-01	3.9220e+00
ENST00000309889	1.8939e-01	1.6669e+00
ENST00000373719	1.0000e+00	5.6368e+00
ENST00000373719	1.0000e+00	5.6368e+00
ENST00000373719	1.0000e+00	5.6368e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000268261	1.4072e-17	-1.5128e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000305264	5.6737e-01	3.9298e+00
ENST00000305264	5.6737e-01	3.9298e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000264664	9.3779e-01	2.7513e+00
ENST00000264664	9.3779e-01	2.7513e+00
ENST00000264664	9.3779e-01	2.7513e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000371442	8.8873e-01	2.4747e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000219596	1.0177e-14	9.8610e-01
ENST00000219596	1.0177e-14	9.8610e-01
ENST00000219596	1.0177e-14	9.8610e-01
ENST00000374199	9.9986e-01	5.0880e+00
ENST00000296684	3.1196e-04	1.1978e+00
ENST00000369329	9.9971e-01	5.1420e+00
ENST00000369329	9.9971e-01	5.1420e+00
ENST00000369329	9.9971e-01	5.1420e+00
ENST00000369329	9.9971e-01	5.1420e+00
ENST00000369329	9.9971e-01	5.1420e+00
ENST00000369329	9.9971e-01	5.1420e+00
ENST00000324862	1.0000e+00	6.1198e+00
ENST00000324862	1.0000e+00	6.1198e+00
ENST00000324862	1.0000e+00	6.1198e+00
ENST00000324862	1.0000e+00	6.1198e+00
ENST00000329705	7.8218e-01	2.9422e+00
ENST00000359106	1.0000e+00	7.9519e+00
ENST00000359106	1.0000e+00	7.9519e+00
ENST00000359106	1.0000e+00	7.9519e+00
ENST00000359106	1.0000e+00	7.9519e+00
ENST00000359106	1.0000e+00	7.9519e+00
ENST00000359106	1.0000e+00	7.9519e+00
ENST00000359106	1.0000e+00	7.9519e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000359125	9.9998e-01	5.5503e+00
ENST00000178638	1.2849e-11	4.3695e-01
ENST00000237889	1.6105e-05	-1.0961e+00
ENST00000252102	7.7351e-01	2.0549e+00
ENST00000256854	2.9489e-09	2.6169e+00
ENST00000256854	2.9489e-09	2.6169e+00
ENST00000256854	2.9489e-09	2.6169e+00
ENST00000347630	9.9922e-01	4.2133e+00
ENST00000347630	9.9922e-01	4.2133e+00
ENST00000347630	9.9922e-01	4.2133e+00
ENST00000347630	9.9922e-01	4.2133e+00
ENST00000347630	9.9922e-01	4.2133e+00
ENST00000347630	9.9922e-01	4.2133e+00
ENST00000264169	7.5667e-13	1.0209e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000356634	9.9081e-01	5.2437e+00
ENST00000356634	9.9081e-01	5.2437e+00
ENST00000356634	9.9081e-01	5.2437e+00
ENST00000356634	9.9081e-01	5.2437e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000381652	6.5372e-01	5.6641e+00
ENST00000316423	6.8341e-04	2.5346e+00
ENST00000316423	6.8341e-04	2.5346e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000371139	3.8935e-01	1.6403e+00
ENST00000371139	3.8935e-01	1.6403e+00
ENST00000315212	1.1173e-02	2.3233e+00
ENST00000382112	1.1650e-01	7.1543e+00
ENST00000262177	8.5436e-01	3.4636e+00
ENST00000262177	8.5436e-01	3.4636e+00
ENST00000262177	8.5436e-01	3.4636e+00
ENST00000262177	8.5436e-01	3.4636e+00
ENST00000262177	8.5436e-01	3.4636e+00
ENST00000233627	9.1420e-01	2.9843e+00
ENST00000233627	9.1420e-01	2.9843e+00
ENST00000233627	9.1420e-01	2.9843e+00
ENST00000367993	1.4212e-03	3.4977e+00
ENST00000367993	1.4212e-03	3.4977e+00
ENST00000367993	1.4212e-03	3.4977e+00
ENST00000367993	1.4212e-03	3.4977e+00
ENST00000274137	9.6359e-02	1.1770e+00
ENST00000274137	9.6359e-02	1.1770e+00
ENST00000263201	1.4909e-04	3.4796e+00
ENST00000263201	1.4909e-04	3.4796e+00
ENST00000263201	1.4909e-04	3.4796e+00
ENST00000263201	1.4909e-04	3.4796e+00
ENST00000263201	1.4909e-04	3.4796e+00
ENST00000263774	5.8312e-04	1.4951e+00
ENST00000263774	5.8312e-04	1.4951e+00
ENST00000263774	5.8312e-04	1.4951e+00
ENST00000263774	5.8312e-04	1.4951e+00
ENST00000263360	9.9929e-01	4.4817e+00
ENST00000263360	9.9929e-01	4.4817e+00
ENST00000335508	1.0000e+00	7.7609e+00
ENST00000335508	1.0000e+00	7.7609e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000221486	4.1807e-03	1.8839e+00
ENST00000221486	4.1807e-03	1.8839e+00
ENST00000221486	4.1807e-03	1.8839e+00
ENST00000345146	2.6244e-12	4.0427e-01
ENST00000255390	2.2337e-04	1.5936e+00
ENST00000255390	2.2337e-04	1.5936e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000262836	9.8245e-01	3.8567e+00
ENST00000262836	9.8245e-01	3.8567e+00
ENST00000262836	9.8245e-01	3.8567e+00
ENST00000265471	2.7099e-08	5.9209e-01
ENST00000265471	2.7099e-08	5.9209e-01
ENST00000265471	2.7099e-08	5.9209e-01
ENST00000265471	2.7099e-08	5.9209e-01
ENST00000265471	2.7099e-08	5.9209e-01
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
