hgnc	rvis	rvis_percentile
AIFM1	-0.32033067	32.5443787
AIFM1	-0.32033067	32.5443787
AIFM1	-0.32033067	32.5443787
GLP2R	0.104739219	57.66520089
NCR2	0.615058583	82.39262695
LGI1	-1.014153377	8.782603458
LGI1	-1.014153377	8.782603458
LGI1	-1.014153377	8.782603458
LGI1	-1.014153377	8.782603458
CD160	0.217839222	64.74308777
TOP3B	-0.908248021	10.57165231
MOCS2	0.492440557	77.88085055
MOCS2	0.492440557	77.88085055
TOMM40	-0.224682963	35.57014638
PAK4	-0.064582184	45.87675441
CHEK2	0.322951443	70.3391362
CHEK2	0.322951443	70.3391362
CYB5A	0.011651944	51.1776399
LDHA	0.071787024	55.35811096
LDHA	0.071787024	55.35811096
ALDH1A1	-0.263891066	33.27510391
GLUD1	-0.955417825	9.692187218
GLUD1	-0.955417825	9.692187218
GLUD1	-0.955417825	9.692187218
DHFR	0.165200984	61.67098368
CYB5R3	-0.003503393	50.14758147
CYB5R3	-0.003503393	50.14758147
GSR	0.308740555	69.67652551
GSR	0.308740555	69.67652551
PAH	0.146132543	60.50840311
PAH	0.146132543	60.50840311
F8	-0.199715011	38.90532544
F8	-0.199715011	38.90532544
F8	-0.199715011	38.90532544
F8	-0.199715011	38.90532544
OTC	-0.122152862	43.49112426
OTC	-0.122152862	43.49112426
OTC	-0.122152862	43.49112426
OTC	-0.122152862	43.49112426
OTC	-0.122152862	43.49112426
PNP	0.080065743	55.96048431
PNP	0.080065743	55.96048431
PNP	0.080065743	55.96048431
GOT2	0.131921659	59.63496175
GOT2	0.131921659	59.63496175
ABL1	-1.421792987	4.397325462
ABL1	-1.421792987	4.397325462
EGFR	-1.807270882	2.517920607
EGFR	-1.807270882	2.517920607
EGFR	-1.807270882	2.517920607
EGFR	-1.807270882	2.517920607
EGFR	-1.807270882	2.517920607
EGFR	-1.807270882	2.517920607
PGK1	-0.852198868	13.31360947
PGK1	-0.852198868	13.31360947
PGK1	-0.852198868	13.31360947
PGK1	-0.852198868	13.31360947
AK1	0.093657325	56.8580206
AK1	0.093657325	56.8580206
F2	-1.086481516	7.873019698
F9	0.792760986	84.46745562
F9	0.792760986	84.46745562
F9	0.792760986	84.46745562
F9	0.792760986	84.46745562
F10	-0.241400552	34.61237275
PLG	0.221261607	64.86958617
PLG	0.221261607	64.86958617
PLG	0.221261607	64.86958617
PLG	0.221261607	64.86958617
PLG	0.221261607	64.86958617
PLG	0.221261607	64.86958617
PLG	0.221261607	64.86958617
PLG	0.221261607	64.86958617
PLG	0.221261607	64.86958617
F12	0.294366917	68.90548762
PLAT	-0.070676799	45.49123547
CFB	-0.597388964	18.48683814
CFB	-0.597388964	18.48683814
CFB	-0.597388964	18.48683814
CFB	-0.597388964	18.48683814
CFB	-0.597388964	18.48683814
CFB	-0.597388964	18.48683814
CFB	-0.597388964	18.48683814
CFB	-0.597388964	18.48683814
REN	-0.446023463	24.01060177
ADA	0.098806915	57.23751581
ADA	0.098806915	57.23751581
ADA	0.098806915	57.23751581
ADA	0.098806915	57.23751581
ADA	0.098806915	57.23751581
CA1	0.682074585	84.39853021
CA1	0.682074585	84.39853021
CA1	0.682074585	84.39853021
CA2	-0.278104097	32.38961508
ASS1	-0.376826521	27.39594
ASS1	-0.376826521	27.39594
ASS1	-0.376826521	27.39594
ASS1	-0.376826521	27.39594
ASS1	-0.376826521	27.39594
OAS1	1.532362402	96.36166496
OAS1	1.532362402	96.36166496
OAS1	1.532362402	96.36166496
OAS1	1.532362402	96.36166496
OAS1	1.532362402	96.36166496
OAS1	1.532362402	96.36166496
OAS1	1.532362402	96.36166496
OAS1	1.532362402	96.36166496
OAS1	1.532362402	96.36166496
SPINK1	0.527907857	79.4711162
SPINK1	0.527907857	79.4711162
SERPINC1	-0.012564112	49.38859105
SERPINC1	-0.012564112	49.38859105
SERPINC1	-0.012564112	49.38859105
SERPINC1	-0.012564112	49.38859105
SERPINC1	-0.012564112	49.38859105
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA1	0.880607039	88.97054394
SERPINA3	0.504302633	78.43503403
SERPINA3	0.504302633	78.43503403
SERPINA3	0.504302633	78.43503403
A2M	-0.287657572	31.87759774
A2M	-0.287657572	31.87759774
A2M	-0.287657572	31.87759774
C3	-3.492177546	0.457803747
C3	-3.492177546	0.457803747
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
C5	-0.761942027	13.788326
TIMP1	1.78819224	96.15384615
CST3	NA	NA
CST3	NA	NA
CSTA	0.346553478	71.56797783
HRAS	-0.492571755	22.08300705
PDGFB	0.170349367	61.98421782
PDGFB	0.170349367	61.98421782
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
LDLR	-0.728633904	14.65574363
FSHB	0.049297531	53.83410638
GH1	0.599283886	81.85651467
GH1	0.599283886	81.85651467
GH1	0.599283886	81.85651467
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
TG	3.093546686	99.48195892
