enst_id	pli	mis_z
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000389301	1.5943e-68	-5.4138e+00
ENST00000316273	2.8260e-12	7.2566e-01
ENST00000316273	2.8260e-12	7.2566e-01
ENST00000316273	2.8260e-12	7.2566e-01
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000296795	1.6349e-07	2.4125e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000529629	2.5197e-08	2.5609e+00
ENST00000381163	7.0587e-10	-3.3698e-02
ENST00000381163	7.0587e-10	-3.3698e-02
ENST00000381163	7.0587e-10	-3.3698e-02
ENST00000264664	9.3779e-01	2.7513e+00
ENST00000264664	9.3779e-01	2.7513e+00
ENST00000434618	1.3417e-08	1.1507e+00
ENST00000434618	1.3417e-08	1.1507e+00
ENST00000434618	1.3417e-08	1.1507e+00
ENST00000434618	1.3417e-08	1.1507e+00
ENST00000434618	1.3417e-08	1.1507e+00
ENST00000434618	1.3417e-08	1.1507e+00
ENST00000434618	1.3417e-08	1.1507e+00
ENST00000434618	1.3417e-08	1.1507e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000379984	9.5743e-01	2.9128e+00
ENST00000371442	8.8873e-01	2.4747e+00
ENST00000377967	1.0000e+00	6.5056e+00
ENST00000219596	1.0177e-14	9.8610e-01
ENST00000374199	9.9986e-01	5.0880e+00
ENST00000374199	9.9986e-01	5.0880e+00
ENST00000374199	9.9986e-01	5.0880e+00
ENST00000374199	9.9986e-01	5.0880e+00
ENST00000296684	3.1196e-04	1.1978e+00
ENST00000296684	3.1196e-04	1.1978e+00
ENST00000344051	1.0175e-05	2.2357e+00
ENST00000220751	3.9282e-01	3.7278e+00
ENST00000324862	1.0000e+00	6.1198e+00
ENST00000324862	1.0000e+00	6.1198e+00
ENST00000282020	1.0000e+00	6.2883e+00
ENST00000549489	1.0382e-35	2.9269e+00
ENST00000549489	1.0382e-35	2.9269e+00
ENST00000235835	1.9938e-10	2.9780e-02
ENST00000359106	1.0000e+00	7.9519e+00
ENST00000293825	3.3604e-01	2.5652e+00
ENST00000178638	1.2849e-11	4.3695e-01
ENST00000270538	1.5924e-03	3.2022e+00
ENST00000310613	3.2594e-08	6.4539e-01
ENST00000233714	1.0827e-11	7.1359e-01
ENST00000252785	7.5473e-07	-2.0643e-01
ENST00000287600	6.4230e-03	1.5357e+00
ENST00000287600	6.4230e-03	1.5357e+00
ENST00000264169	7.5667e-13	1.0209e+00
ENST00000264169	7.5667e-13	1.0209e+00
ENST00000264169	7.5667e-13	1.0209e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000366898	6.9346e-07	2.1001e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000361828	9.9982e-01	6.5597e+00
ENST00000263636	1.6478e-41	2.2242e+00
ENST00000263636	1.6478e-41	2.2242e+00
ENST00000263636	1.6478e-41	2.2242e+00
ENST00000263636	1.6478e-41	2.2242e+00
ENST00000263636	1.6478e-41	2.2242e+00
ENST00000263636	1.6478e-41	2.2242e+00
ENST00000360409	8.0686e-04	4.4705e+00
ENST00000360409	8.0686e-04	4.4705e+00
ENST00000360409	8.0686e-04	4.4705e+00
ENST00000360409	8.0686e-04	4.4705e+00
ENST00000360409	8.0686e-04	4.4705e+00
ENST00000360409	8.0686e-04	4.4705e+00
ENST00000258526	9.9811e-01	6.6740e+00
ENST00000320477	5.5761e-06	1.1445e-02
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000223127	6.1305e-13	2.5356e+00
ENST00000260010	1.0152e-06	1.8009e+00
ENST00000260010	1.0152e-06	1.8009e+00
ENST00000381652	6.5372e-01	5.6641e+00
ENST00000381652	6.5372e-01	5.6641e+00
ENST00000381652	6.5372e-01	5.6641e+00
ENST00000381652	6.5372e-01	5.6641e+00
ENST00000381652	6.5372e-01	5.6641e+00
ENST00000399050	9.9999e-01	6.0001e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000303230	9.9989e-01	5.1510e+00
ENST00000295256	1.8063e-06	1.3571e-01
ENST00000295256	1.8063e-06	1.3571e-01
ENST00000295256	1.8063e-06	1.3571e-01
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000369550	9.9916e-01	4.4373e+00
ENST00000371139	3.8935e-01	1.6403e+00
ENST00000242249	1.6373e-02	7.1114e-01
ENST00000278947	1.7119e-03	8.2691e-01
ENST00000313400	7.2315e-01	5.7266e+00
ENST00000313400	7.2315e-01	5.7266e+00
ENST00000313400	7.2315e-01	5.7266e+00
ENST00000313400	7.2315e-01	5.7266e+00
ENST00000313400	7.2315e-01	5.7266e+00
ENST00000382112	1.1650e-01	7.1543e+00
ENST00000382112	1.1650e-01	7.1543e+00
ENST00000382112	1.1650e-01	7.1543e+00
ENST00000382112	1.1650e-01	7.1543e+00
ENST00000382112	1.1650e-01	7.1543e+00
ENST00000407780	3.5482e-04	1.8015e+00
ENST00000407780	3.5482e-04	1.8015e+00
ENST00000407780	3.5482e-04	1.8015e+00
ENST00000207870	1.3597e-22	1.1806e-01
ENST00000207870	1.3597e-22	1.1806e-01
ENST00000262507	5.5253e-06	1.5315e+00
ENST00000262507	5.5253e-06	1.5315e+00
ENST00000262507	5.5253e-06	1.5315e+00
ENST00000262507	5.5253e-06	1.5315e+00
ENST00000262507	5.5253e-06	1.5315e+00
ENST00000262507	5.5253e-06	1.5315e+00
ENST00000367993	1.4212e-03	3.4977e+00
ENST00000261918	1.7976e-01	4.0093e+00
ENST00000351328	9.8402e-01	4.4184e+00
ENST00000206020	6.8490e-04	1.5712e+00
ENST00000263201	1.4909e-04	3.4796e+00
ENST00000263201	1.4909e-04	3.4796e+00
ENST00000394128	3.3214e-11	3.3102e+00
ENST00000266674	2.5019e-08	2.9155e+00
ENST00000266674	2.5019e-08	2.9155e+00
ENST00000266674	2.5019e-08	2.9155e+00
ENST00000266674	2.5019e-08	2.9155e+00
ENST00000266674	2.5019e-08	2.9155e+00
ENST00000230056	1.1490e-01	1.9333e+00
ENST00000380118	6.5525e-08	8.5109e-01
ENST00000263360	9.9929e-01	4.4817e+00
ENST00000316963	3.6468e-05	1.3173e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000323853	1.0000e+00	9.4423e+00
ENST00000282412	9.0829e-03	2.6763e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000218340	9.5597e-01	2.8989e+00
ENST00000360586	4.3694e-18	2.8478e+00
ENST00000262209	7.2309e-35	5.3953e-01
ENST00000221486	4.1807e-03	1.8839e+00
ENST00000221486	4.1807e-03	1.8839e+00
ENST00000260502	5.8213e-01	4.4834e+00
ENST00000260502	5.8213e-01	4.4834e+00
ENST00000260502	5.8213e-01	4.4834e+00
ENST00000290354	3.0158e-06	-2.5583e-01
ENST00000217958	5.0136e-01	1.9070e+00
ENST00000345146	2.6244e-12	4.0427e-01
ENST00000345146	2.6244e-12	4.0427e-01
ENST00000345146	2.6244e-12	4.0427e-01
ENST00000393434	4.8735e-11	2.7825e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000259455	9.9999e-01	5.9072e+00
ENST00000354960	1.0643e-04	4.2479e+00
ENST00000354960	1.0643e-04	4.2479e+00
ENST00000291539	4.5595e-03	4.1084e+00
ENST00000291539	4.5595e-03	4.1084e+00
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000300482	8.9633e-44	7.2008e-01
ENST00000265471	2.7099e-08	5.9209e-01
ENST00000265471	2.7099e-08	5.9209e-01
ENST00000265471	2.7099e-08	5.9209e-01
ENST00000249750	3.6331e-01	3.6910e+00
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000280551	1.3348e-07	3.9676e+00
ENST00000266079	3.2101e-03	4.7834e+00
ENST00000266079	3.2101e-03	4.7834e+00
ENST00000005756	1.3928e-02	1.9254e+00
ENST00000013222	3.3238e-03	4.8072e-01
ENST00000295959	1.9269e-03	8.9136e-01
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000235329	9.9415e-01	4.9033e+00
ENST00000374045	2.8159e-03	1.6953e+00
ENST00000361640	1.0209e-19	-2.0117e+00
ENST00000374647	2.1199e-21	3.5421e+00
ENST00000374647	2.1199e-21	3.5421e+00
ENST00000374647	2.1199e-21	3.5421e+00
ENST00000374647	2.1199e-21	3.5421e+00
ENST00000374647	2.1199e-21	3.5421e+00
ENST00000374647	2.1199e-21	3.5421e+00
ENST00000299166	7.4738e-03	1.6141e+00
ENST00000299166	7.4738e-03	1.6141e+00
ENST00000264260	2.1796e-03	3.2999e+00
ENST00000310803	9.6554e-01	4.9482e+00
ENST00000252711	6.2418e-08	1.2349e+00
ENST00000252711	6.2418e-08	1.2349e+00
ENST00000252711	6.2418e-08	1.2349e+00
ENST00000274680	9.2964e-09	1.0444e+00
ENST00000274680	9.2964e-09	1.0444e+00
ENST00000274680	9.2964e-09	1.0444e+00
ENST00000274680	9.2964e-09	1.0444e+00
ENST00000274680	9.2964e-09	1.0444e+00
ENST00000297151	1.6328e-09	2.7898e+00
ENST00000216479	9.9896e-01	4.1361e+00
ENST00000437198	3.7303e-04	4.0204e+00
ENST00000437198	3.7303e-04	4.0204e+00
ENST00000373202	3.6264e-03	3.4540e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000374736	1.4525e-13	6.2257e+00
ENST00000367928	4.3868e-06	1.4391e+00
ENST00000367928	4.3868e-06	1.4391e+00
ENST00000367928	4.3868e-06	1.4391e+00
ENST00000367928	4.3868e-06	1.4391e+00
ENST00000367928	4.3868e-06	1.4391e+00
ENST00000367928	4.3868e-06	1.4391e+00
ENST00000367928	4.3868e-06	1.4391e+00
ENST00000378198	1.1340e-08	1.1014e+00
ENST00000292147	4.6037e-06	4.8959e-01
ENST00000339566	5.4496e-05	2.4340e+00
ENST00000230568	2.2513e-05	-9.0718e-03
ENST00000381434	8.2925e-10	-4.5412e-01
ENST00000381434	8.2925e-10	-4.5412e-01
ENST00000381434	8.2925e-10	-4.5412e-01
ENST00000379883	1.7558e-23	1.1257e+00
ENST00000379883	1.7558e-23	1.1257e+00
ENST00000379883	1.7558e-23	1.1257e+00
ENST00000379883	1.7558e-23	1.1257e+00
ENST00000379883	1.7558e-23	1.1257e+00
ENST00000379883	1.7558e-23	1.1257e+00
ENST00000262430	6.4816e-04	2.0638e+00
ENST00000262430	6.4816e-04	2.0638e+00
ENST00000262430	6.4816e-04	2.0638e+00
ENST00000262430	6.4816e-04	2.0638e+00
ENST00000262430	6.4816e-04	2.0638e+00
ENST00000262430	6.4816e-04	2.0638e+00
ENST00000262430	6.4816e-04	2.0638e+00
ENST00000262430	6.4816e-04	2.0638e+00
ENST00000287295	9.9795e-01	4.4501e+00
ENST00000287295	9.9795e-01	4.4501e+00
ENST00000287295	9.9795e-01	4.4501e+00
ENST00000287295	9.9795e-01	4.4501e+00
ENST00000262441	2.6350e-11	1.8755e+00
ENST00000373089	2.4749e-07	4.2520e-01
ENST00000371418	9.9914e-01	4.4321e+00
ENST00000371418	9.9914e-01	4.4321e+00
ENST00000371418	9.9914e-01	4.4321e+00
ENST00000371418	9.9914e-01	4.4321e+00
ENST00000235933	6.8425e-05	4.9895e-01
ENST00000357179	2.1389e-04	3.8771e+00
ENST00000396954	4.6138e-04	7.9258e-01
ENST00000396954	4.6138e-04	7.9258e-01
ENST00000252487	9.9218e-01	3.5287e+00
ENST00000358301	4.3602e-05	2.3512e+00
ENST00000404276	4.5011e-23	-6.5836e-01
ENST00000404276	4.5011e-23	-6.5836e-01
